Trial 0, Params: {'learning_rate': 0.001139778634059735, 'depth': 6, 'colsample_bylevel': 0.27859587653777873, 'min_data_in_leaf': 92, 'l2_leaf_reg': 1.960072468996326, 'grow_policy': 'Depthwise'}, Value: 0.2120176037740107
Trial 494, Params: {'learning_rate': 0.09240508150542708, 'depth': 10, 'colsample_bylevel': 0.8849233062149766, 'min_data_in_leaf': 97, 'l2_leaf_reg': 1.1723501839647108, 'grow_policy': 'Depthwise'}, Value: 0.6121973270559676
Trial 495, Params: {'learning_rate': 0.09249331866403139, 'depth': 10, 'colsample_bylevel': 0.9365629921348713, 'min_data_in_leaf': 45, 'l2_leaf_reg': 1.041133076117306, 'grow_policy': 'Depthwise'}, Value: 0.6242025694116211
Trial 496, Params: {'learning_rate': 0.09928817573337864, 'depth': 10, 'colsample_bylevel': 0.8498017026700015, 'min_data_in_leaf': 36, 'l2_leaf_reg': 2.117646628468185, 'grow_policy': 'Depthwise'}, Value: 0.6282279597412124
Trial 497, Params: {'learning_rate': 0.09993751576405352, 'depth': 10, 'colsample_bylevel': 0.9235839645931283, 'min_data_in_leaf': 44, 'l2_leaf_reg': 1.0790870172341422, 'grow_policy': 'Depthwise'}, Value: 0.6362674928983998
Trial 498, Params: {'learning_rate': 0.08387414087726083, 'depth': 10, 'colsample_bylevel': 0.9375760241868517, 'min_data_in_leaf': 44, 'l2_leaf_reg': 1.2228551319789274, 'grow_policy': 'Depthwise'}, Value: 0.6188779936924917
Trial 499, Params: {'learning_rate': 0.03859005535387474, 'depth': 10, 'colsample_bylevel': 0.9803007048961049, 'min_data_in_leaf': 47, 'l2_leaf_reg': 1.1512726253468595, 'grow_policy': 'Depthwise'}, Value: 0.49913586184799696
Trial 0, Params: {'colsample_bylevel': 0.8548409208139947}, Value: 0.8051186861666132
Trial 1, Params: {'colsample_bylevel': 0.3942185110872508}, Value: 0.7798370645786605
Trial 2, Params: {'colsample_bylevel': 0.27923408570374814}, Value: 0.7860057603304001
Trial 3, Params: {'colsample_bylevel': 0.8677061697977175}, Value: 0.8055543562929637
Trial 4, Params: {'colsample_bylevel': 0.288521226791315}, Value: 0.7791171421169205
Trial 5, Params: {'colsample_bylevel': 0.340069170437191}, Value: 0.7985005577116686
Trial 6, Params: {'colsample_bylevel': 0.3701067494830206}, Value: 0.7912628945582929
Trial 7, Params: {'colsample_bylevel': 0.2848042047807052}, Value: 0.7838606257677398
Trial 8, Params: {'colsample_bylevel': 0.15192561641216906}, Value: 0.7731601221202025
Trial 9, Params: {'colsample_bylevel': 0.9340562939030078}, Value: 0.805247991812616
Trial 10, Params: {'colsample_bylevel': 0.7060137459776237}, Value: 0.800696530750149
Trial 11, Params: {'colsample_bylevel': 0.9865626113999981}, Value: 0.8061598509344006
Trial 12, Params: {'colsample_bylevel': 0.7310232494379393}, Value: 0.8060731334156495
Trial 13, Params: {'colsample_bylevel': 0.6222297690851906}, Value: 0.8067711260639733
Trial 14, Params: {'colsample_bylevel': 0.5538201796639561}, Value: 0.796825995781414
Trial 15, Params: {'colsample_bylevel': 0.5739134190199753}, Value: 0.7997072336573048
Trial 16, Params: {'colsample_bylevel': 0.9892587407168387}, Value: 0.8063862018138532
Trial 17, Params: {'colsample_bylevel': 0.7075115169146758}, Value: 0.8043719243093399
Trial 18, Params: {'colsample_bylevel': 0.6327903983934362}, Value: 0.7996281210725514
Trial 19, Params: {'colsample_bylevel': 0.4720898084270105}, Value: 0.7977514199518986
Trial 20, Params: {'colsample_bylevel': 0.8011417894880364}, Value: 0.8077694131621932
Trial 21, Params: {'colsample_bylevel': 0.8294699073189715}, Value: 0.8067131638026327
Trial 22, Params: {'colsample_bylevel': 0.8381827488739335}, Value: 0.8025057556628952
Trial 23, Params: {'colsample_bylevel': 0.744528312137878}, Value: 0.806936700655578
Trial 24, Params: {'colsample_bylevel': 0.7670621146593662}, Value: 0.8086505038860496
Trial 25, Params: {'colsample_bylevel': 0.7548183077382081}, Value: 0.8053270897559506
Trial 26, Params: {'colsample_bylevel': 0.7766698422673634}, Value: 0.8029977574266265
Trial 27, Params: {'colsample_bylevel': 0.6662732444095094}, Value: 0.8064762673902303
Trial 28, Params: {'colsample_bylevel': 0.9025766674066351}, Value: 0.8065755907493515
Trial 29, Params: {'colsample_bylevel': 0.7959770554130927}, Value: 0.8068686866858445
Trial 30, Params: {'colsample_bylevel': 0.49769001657616596}, Value: 0.8037420833557519
Trial 31, Params: {'colsample_bylevel': 0.7817194447763409}, Value: 0.8055742103209458
Trial 32, Params: {'colsample_bylevel': 0.8150282438341021}, Value: 0.8040978231612902
Trial 33, Params: {'colsample_bylevel': 0.9244513458424682}, Value: 0.8071112556901298
Trial 34, Params: {'colsample_bylevel': 0.9214963457797218}, Value: 0.8072563002445301
Trial 35, Params: {'colsample_bylevel': 0.9083005834475733}, Value: 0.8061729402812711
Trial 36, Params: {'colsample_bylevel': 0.9621358247539218}, Value: 0.8026955897841846
Trial 37, Params: {'colsample_bylevel': 0.8773166794603128}, Value: 0.8077985522911357
Trial 38, Params: {'colsample_bylevel': 0.8736399708753125}, Value: 0.8010266456822872
Trial 39, Params: {'colsample_bylevel': 0.8409398307414134}, Value: 0.8023588189995348
Trial 40, Params: {'colsample_bylevel': 0.8713871905479643}, Value: 0.8065002082568526
Trial 41, Params: {'colsample_bylevel': 0.9221791639636001}, Value: 0.801531622051149
Trial 42, Params: {'colsample_bylevel': 0.9537625037959407}, Value: 0.8041407662179539
Trial 43, Params: {'colsample_bylevel': 0.8939904017058451}, Value: 0.8060564443259983
Trial 44, Params: {'colsample_bylevel': 0.9330763048140375}, Value: 0.8087487134460822
Trial 45, Params: {'colsample_bylevel': 0.15226814822381196}, Value: 0.7776328578148368
Trial 46, Params: {'colsample_bylevel': 0.9991045809053315}, Value: 0.8015176929901632
Trial 47, Params: {'colsample_bylevel': 0.8731276334583258}, Value: 0.8030682624176622
Trial 48, Params: {'colsample_bylevel': 0.9526190593551065}, Value: 0.8052119743013254
Trial 49, Params: {'colsample_bylevel': 0.6698982928244221}, Value: 0.80052513942402
Trial 50, Params: {'colsample_bylevel': 0.8110399324927217}, Value: 0.8021424257482785
Trial 51, Params: {'colsample_bylevel': 0.9299760653518011}, Value: 0.8043985189994454
Trial 52, Params: {'colsample_bylevel': 0.8614191467966569}, Value: 0.8102458958066242
Trial 53, Params: {'colsample_bylevel': 0.8571026080269556}, Value: 0.8051727081937493
Trial 54, Params: {'colsample_bylevel': 0.7138659840828685}, Value: 0.7964037926745912
Trial 55, Params: {'colsample_bylevel': 0.7684410648495374}, Value: 0.8076623154957374
Trial 56, Params: {'colsample_bylevel': 0.7592649606660882}, Value: 0.8042447783445714
Trial 57, Params: {'colsample_bylevel': 0.6674589446501087}, Value: 0.8023680670334283
Trial 58, Params: {'colsample_bylevel': 0.6011122547293117}, Value: 0.7925946328084859
Trial 59, Params: {'colsample_bylevel': 0.8036198702148947}, Value: 0.8046526334349959
Trial 60, Params: {'colsample_bylevel': 0.7349392708566386}, Value: 0.8029728748441862
Trial 61, Params: {'colsample_bylevel': 0.8831959273770508}, Value: 0.8052577941869478
Trial 62, Params: {'colsample_bylevel': 0.9650561587304235}, Value: 0.8048281429810974
Trial 63, Params: {'colsample_bylevel': 0.842287087566544}, Value: 0.8066990816482257
Trial 64, Params: {'colsample_bylevel': 0.7716216967206152}, Value: 0.809896598105888
Trial 65, Params: {'colsample_bylevel': 0.6918282278289304}, Value: 0.8075514023980457
Trial 66, Params: {'colsample_bylevel': 0.7703957312241372}, Value: 0.808488615849711
Trial 67, Params: {'colsample_bylevel': 0.8301794704775849}, Value: 0.8032520076869082
Trial 68, Params: {'colsample_bylevel': 0.7904494491906336}, Value: 0.8020010914393787
Trial 69, Params: {'colsample_bylevel': 0.6189508728697136}, Value: 0.8030732846365319
Trial 70, Params: {'colsample_bylevel': 0.43322204144878407}, Value: 0.8023055879076125
Trial 71, Params: {'colsample_bylevel': 0.7690898671257027}, Value: 0.8101747853898779
Trial 72, Params: {'colsample_bylevel': 0.7363490116308506}, Value: 0.799931779758599
Trial 73, Params: {'colsample_bylevel': 0.8180477667751461}, Value: 0.8051487744542175
Trial 74, Params: {'colsample_bylevel': 0.7019165215986022}, Value: 0.8016636804078605
Trial 75, Params: {'colsample_bylevel': 0.7699101988895779}, Value: 0.8090491263182125
Trial 76, Params: {'colsample_bylevel': 0.7730585559341914}, Value: 0.807414745291981
Trial 77, Params: {'colsample_bylevel': 0.8522314238357688}, Value: 0.8060579978579936
Trial 78, Params: {'colsample_bylevel': 0.7230940077651858}, Value: 0.8078687312765936
Trial 79, Params: {'colsample_bylevel': 0.6467187110360163}, Value: 0.8041081649581127
Trial 80, Params: {'colsample_bylevel': 0.7476159173783196}, Value: 0.8058953105002427
Trial 81, Params: {'colsample_bylevel': 0.7194668718163885}, Value: 0.8044885436400533
Trial 82, Params: {'colsample_bylevel': 0.6876411372535892}, Value: 0.8033690163703664
Trial 83, Params: {'colsample_bylevel': 0.7652611572560126}, Value: 0.8077583615574774
Trial 84, Params: {'colsample_bylevel': 0.7902582657636963}, Value: 0.8017381307986113
Trial 85, Params: {'colsample_bylevel': 0.3201227109709075}, Value: 0.7936724980082245
Trial 86, Params: {'colsample_bylevel': 0.9009883580671066}, Value: 0.807582940099212
Trial 87, Params: {'colsample_bylevel': 0.8239206103430236}, Value: 0.8039499532955613
Trial 88, Params: {'colsample_bylevel': 0.8704304451692635}, Value: 0.8050904553580842
Trial 89, Params: {'colsample_bylevel': 0.7321713982971759}, Value: 0.8052742624908401
Trial 90, Params: {'colsample_bylevel': 0.5407328342148497}, Value: 0.7978955151432068
Trial 91, Params: {'colsample_bylevel': 0.7996531918055354}, Value: 0.803195559944544
Trial 92, Params: {'colsample_bylevel': 0.8547992946927742}, Value: 0.8047669087539335
Trial 93, Params: {'colsample_bylevel': 0.7797724064330757}, Value: 0.8063099614309724
Trial 94, Params: {'colsample_bylevel': 0.74978269104438}, Value: 0.8078261244348136
Trial 95, Params: {'colsample_bylevel': 0.6785256713975927}, Value: 0.8069658611223618
Trial 96, Params: {'colsample_bylevel': 0.9802390372876357}, Value: 0.8063391725386302
Trial 97, Params: {'colsample_bylevel': 0.7542907060406279}, Value: 0.8022623027647244
Trial 98, Params: {'colsample_bylevel': 0.6482836666957277}, Value: 0.8021668973946434
Trial 99, Params: {'colsample_bylevel': 0.717226970962551}, Value: 0.8043425311385279
Trial 100, Params: {'colsample_bylevel': 0.9457761171540493}, Value: 0.8052451931640728
Trial 101, Params: {'colsample_bylevel': 0.8066690611888279}, Value: 0.8115108310648518
Trial 102, Params: {'colsample_bylevel': 0.8922519287720933}, Value: 0.8024918707313052
Trial 103, Params: {'colsample_bylevel': 0.8107578151725722}, Value: 0.8028234040407181
Trial 104, Params: {'colsample_bylevel': 0.9134473347384849}, Value: 0.8092250404757918
Trial 105, Params: {'colsample_bylevel': 0.9112497845787393}, Value: 0.8055173921529969
Trial 106, Params: {'colsample_bylevel': 0.11761756346472191}, Value: 0.7868753879912392
Trial 107, Params: {'colsample_bylevel': 0.836103885637322}, Value: 0.8014486169890322
Trial 108, Params: {'colsample_bylevel': 0.7507780877192772}, Value: 0.8013020775442472
Trial 109, Params: {'colsample_bylevel': 0.7946592067059294}, Value: 0.807996274143006
Trial 110, Params: {'colsample_bylevel': 0.7786433796104442}, Value: 0.804941464156383
Trial 111, Params: {'colsample_bylevel': 0.8057525044468362}, Value: 0.810617257874904
Trial 112, Params: {'colsample_bylevel': 0.8248257610040874}, Value: 0.7998789244670472
Trial 113, Params: {'colsample_bylevel': 0.8007380512305886}, Value: 0.8072252054907064
Trial 114, Params: {'colsample_bylevel': 0.8565283706276019}, Value: 0.8052039137053939
Trial 115, Params: {'colsample_bylevel': 0.22884761911320384}, Value: 0.7801340571796376
Trial 116, Params: {'colsample_bylevel': 0.768199914059582}, Value: 0.8080704498029826
Trial 117, Params: {'colsample_bylevel': 0.7886209518223286}, Value: 0.8078972137362929
Trial 118, Params: {'colsample_bylevel': 0.7029001675364046}, Value: 0.7997998525346464
Trial 119, Params: {'colsample_bylevel': 0.9421578672375875}, Value: 0.8090600334122573
Trial 120, Params: {'colsample_bylevel': 0.8842145171083484}, Value: 0.8055797073816464
Trial 121, Params: {'colsample_bylevel': 0.9405668720787251}, Value: 0.8036215062221308
Trial 122, Params: {'colsample_bylevel': 0.974812974399117}, Value: 0.8098835210100065
Trial 123, Params: {'colsample_bylevel': 0.9749360777678514}, Value: 0.8074176260356751
Trial 124, Params: {'colsample_bylevel': 0.9175125804331405}, Value: 0.8044691156307456
Trial 125, Params: {'colsample_bylevel': 0.9872834718599875}, Value: 0.7993016524821585
Trial 126, Params: {'colsample_bylevel': 0.9342164526829777}, Value: 0.8081526036164884
Trial 127, Params: {'colsample_bylevel': 0.9621848828920695}, Value: 0.8005427033675037
Trial 128, Params: {'colsample_bylevel': 0.936580072186657}, Value: 0.809207880924394
Trial 129, Params: {'colsample_bylevel': 0.9046039407718514}, Value: 0.8123631652360015
Trial 130, Params: {'colsample_bylevel': 0.9058089984727559}, Value: 0.8041197830366084
Trial 131, Params: {'colsample_bylevel': 0.9494835885054684}, Value: 0.8087518790384334
Trial 132, Params: {'colsample_bylevel': 0.9951337429974446}, Value: 0.8070465468465097
Trial 133, Params: {'colsample_bylevel': 0.9293777573251492}, Value: 0.8031333645922378
Trial 134, Params: {'colsample_bylevel': 0.9700078045258063}, Value: 0.8069204934193405
Trial 135, Params: {'colsample_bylevel': 0.9595559152678521}, Value: 0.8044705074858778
Trial 136, Params: {'colsample_bylevel': 0.8981541669034108}, Value: 0.8106867327273026
Trial 137, Params: {'colsample_bylevel': 0.8922551704540114}, Value: 0.8024918707313052
Trial 138, Params: {'colsample_bylevel': 0.942723599348711}, Value: 0.8095648471668053
Trial 139, Params: {'colsample_bylevel': 0.94204255471014}, Value: 0.8061016696170613
Trial 140, Params: {'colsample_bylevel': 0.9216402024994124}, Value: 0.8048934633171421
Trial 141, Params: {'colsample_bylevel': 0.9450759469180328}, Value: 0.8085658740336255
Trial 142, Params: {'colsample_bylevel': 0.8669064402716147}, Value: 0.8021016403975674
Trial 143, Params: {'colsample_bylevel': 0.9098849892311606}, Value: 0.8076619804408118
Trial 144, Params: {'colsample_bylevel': 0.9988271857313704}, Value: 0.8026524208343316
Trial 145, Params: {'colsample_bylevel': 0.8933894492822393}, Value: 0.8126331632790444
Trial 146, Params: {'colsample_bylevel': 0.8781886658621693}, Value: 0.8023403096027583
Trial 147, Params: {'colsample_bylevel': 0.8443653445788936}, Value: 0.804065262163564
Trial 148, Params: {'colsample_bylevel': 0.9008524223426041}, Value: 0.8048400270556687
Trial 149, Params: {'colsample_bylevel': 0.9539382266647839}, Value: 0.8090754236641609
Trial 150, Params: {'colsample_bylevel': 0.9718276575788687}, Value: 0.8066686516174215
Trial 151, Params: {'colsample_bylevel': 0.9533095006873341}, Value: 0.8060361440835717
Trial 152, Params: {'colsample_bylevel': 0.9238921339388787}, Value: 0.808159697245572
Trial 153, Params: {'colsample_bylevel': 0.8817233924723121}, Value: 0.8013310031956881
Trial 154, Params: {'colsample_bylevel': 0.9525132393985248}, Value: 0.8078244934972865
Trial 155, Params: {'colsample_bylevel': 0.9049779791825726}, Value: 0.8042277163491084
Trial 156, Params: {'colsample_bylevel': 0.8620581849588288}, Value: 0.7981858807048262
Trial 157, Params: {'colsample_bylevel': 0.9340493889507231}, Value: 0.805247991812616
Trial 158, Params: {'colsample_bylevel': 0.9180667057954788}, Value: 0.8077501460167307
Trial 159, Params: {'colsample_bylevel': 0.8930985939924535}, Value: 0.8077445905642933
Trial 160, Params: {'colsample_bylevel': 0.9791008414880789}, Value: 0.804561211681747
Trial 161, Params: {'colsample_bylevel': 0.9362640183712014}, Value: 0.8108506898813974
Trial 162, Params: {'colsample_bylevel': 0.9560167545647427}, Value: 0.8066813824378446
Trial 163, Params: {'colsample_bylevel': 0.9178079613297281}, Value: 0.8061331092966663
Trial 164, Params: {'colsample_bylevel': 0.9405271086416388}, Value: 0.8036215062221308
Trial 165, Params: {'colsample_bylevel': 0.8360115460834744}, Value: 0.7990388510780557
Trial 166, Params: {'colsample_bylevel': 0.975635263260491}, Value: 0.8092516828535793
Trial 167, Params: {'colsample_bylevel': 0.9759080802893381}, Value: 0.8073235969539055
Trial 168, Params: {'colsample_bylevel': 0.8138731679438188}, Value: 0.8069676949006194
Trial 169, Params: {'colsample_bylevel': 0.9977589068899461}, Value: 0.804570209108787
Trial 170, Params: {'colsample_bylevel': 0.8865831374502132}, Value: 0.8050717015832488
Trial 171, Params: {'colsample_bylevel': 0.9638660800342732}, Value: 0.7981588220024871
Trial 172, Params: {'colsample_bylevel': 0.930514355590841}, Value: 0.8057071381110379
Trial 173, Params: {'colsample_bylevel': 0.9430017819857843}, Value: 0.8091358411950544
Trial 174, Params: {'colsample_bylevel': 0.9026380293065409}, Value: 0.8042671077780124
Trial 175, Params: {'colsample_bylevel': 0.9828951307154757}, Value: 0.8082174553478119
Trial 176, Params: {'colsample_bylevel': 0.8654104034408359}, Value: 0.8008376911932175
Trial 177, Params: {'colsample_bylevel': 0.9358984095350513}, Value: 0.8084775728445417
Trial 178, Params: {'colsample_bylevel': 0.9165567612814545}, Value: 0.8060368365960946
Trial 179, Params: {'colsample_bylevel': 0.9642783349949307}, Value: 0.8056622186272218
Trial 180, Params: {'colsample_bylevel': 0.4103490669265981}, Value: 0.797886863352502
Trial 181, Params: {'colsample_bylevel': 0.9562912241842033}, Value: 0.8089845560274928
Trial 182, Params: {'colsample_bylevel': 0.9479984385865305}, Value: 0.8064323717125479
Trial 183, Params: {'colsample_bylevel': 0.9804093883956684}, Value: 0.8082328953491368
Trial 184, Params: {'colsample_bylevel': 0.9326601899449567}, Value: 0.8079094625454628
Trial 185, Params: {'colsample_bylevel': 0.898707634634937}, Value: 0.8106912338582795
Trial 186, Params: {'colsample_bylevel': 0.8926987181840262}, Value: 0.8023875056654773
Trial 187, Params: {'colsample_bylevel': 0.8452753214482692}, Value: 0.8059316848385374
Trial 188, Params: {'colsample_bylevel': 0.9140115970203214}, Value: 0.808495523948752
Trial 189, Params: {'colsample_bylevel': 0.87226681377239}, Value: 0.8066738961485743
Trial 190, Params: {'colsample_bylevel': 0.9019483270314725}, Value: 0.8096343143414726
Trial 191, Params: {'colsample_bylevel': 0.8963881406469434}, Value: 0.8061509224884432
Trial 192, Params: {'colsample_bylevel': 0.9055927487845216}, Value: 0.8091079815325258
Trial 193, Params: {'colsample_bylevel': 0.9101212088439881}, Value: 0.8036473126008659
Trial 194, Params: {'colsample_bylevel': 0.9280449342324857}, Value: 0.8071958723608997
Trial 195, Params: {'colsample_bylevel': 0.8741846961564625}, Value: 0.8034143842137913
Trial 196, Params: {'colsample_bylevel': 0.8900098344395962}, Value: 0.806881100607822
Trial 197, Params: {'colsample_bylevel': 0.9413181259391958}, Value: 0.806746080073968
Trial 198, Params: {'colsample_bylevel': 0.9175652087871735}, Value: 0.8069998522580167
Trial 199, Params: {'colsample_bylevel': 0.5058048399362367}, Value: 0.7985257807004127
Trial 200, Params: {'colsample_bylevel': 0.9036160566871726}, Value: 0.8033338496955622
Trial 201, Params: {'colsample_bylevel': 0.8219983676731314}, Value: 0.8093576450136805
Trial 202, Params: {'colsample_bylevel': 0.819152410885159}, Value: 0.8026682606166597
Trial 203, Params: {'colsample_bylevel': 0.8490189625951114}, Value: 0.8070648331251243
Trial 204, Params: {'colsample_bylevel': 0.860468942914128}, Value: 0.8059900490399841
Trial 205, Params: {'colsample_bylevel': 0.8781161104149774}, Value: 0.8020066389738872
Trial 206, Params: {'colsample_bylevel': 0.9632760230334848}, Value: 0.8077967071487244
Trial 207, Params: {'colsample_bylevel': 0.8233981441610853}, Value: 0.8039679070704754
Trial 208, Params: {'colsample_bylevel': 0.9353070069027798}, Value: 0.8069518405086431
Trial 209, Params: {'colsample_bylevel': 0.9223039456596488}, Value: 0.8024446147603488
Trial 210, Params: {'colsample_bylevel': 0.8328090739548133}, Value: 0.8042509899730386
Trial 211, Params: {'colsample_bylevel': 0.797210432566658}, Value: 0.8046208267654945
Trial 212, Params: {'colsample_bylevel': 0.8071120114188967}, Value: 0.8047227126183479
Trial 213, Params: {'colsample_bylevel': 0.7783300023384315}, Value: 0.808217672058059
Trial 214, Params: {'colsample_bylevel': 0.9003727551669244}, Value: 0.8065891625507126
Trial 215, Params: {'colsample_bylevel': 0.9589698286466508}, Value: 0.8058377002793617
Trial 216, Params: {'colsample_bylevel': 0.9403066373708125}, Value: 0.8009237876154793
Trial 217, Params: {'colsample_bylevel': 0.8862843344721741}, Value: 0.8079548455462844
Trial 218, Params: {'colsample_bylevel': 0.9798063651897485}, Value: 0.8026753067176127
Trial 219, Params: {'colsample_bylevel': 0.9166267410685104}, Value: 0.8060368365960946
Trial 220, Params: {'colsample_bylevel': 0.7639984414137138}, Value: 0.8065165552507138
Trial 221, Params: {'colsample_bylevel': 0.9557079456432203}, Value: 0.8071165815477638
Trial 222, Params: {'colsample_bylevel': 0.9495630886232873}, Value: 0.8105485544158071
Trial 223, Params: {'colsample_bylevel': 0.9433616291993855}, Value: 0.8030681084719896
Trial 224, Params: {'colsample_bylevel': 0.9267312835405153}, Value: 0.806457090582653
Trial 225, Params: {'colsample_bylevel': 0.9708418900373615}, Value: 0.8043949040843146
Trial 226, Params: {'colsample_bylevel': 0.90499149225131}, Value: 0.8042277163491084
Trial 227, Params: {'colsample_bylevel': 0.8551145468507857}, Value: 0.8033053555138769
Trial 228, Params: {'colsample_bylevel': 0.994050539734004}, Value: 0.8065246257918682
Trial 229, Params: {'colsample_bylevel': 0.7913670996440674}, Value: 0.806632764198872
Trial 230, Params: {'colsample_bylevel': 0.9294632983816954}, Value: 0.8035530090855338
Trial 231, Params: {'colsample_bylevel': 0.9660738895143368}, Value: 0.8012790836122459
Trial 232, Params: {'colsample_bylevel': 0.9491276453953434}, Value: 0.8087473318560512
Trial 233, Params: {'colsample_bylevel': 0.9489985150382297}, Value: 0.804846685750244
Trial 234, Params: {'colsample_bylevel': 0.910161642059906}, Value: 0.8036473126008659
Trial 235, Params: {'colsample_bylevel': 0.9756279179580423}, Value: 0.8092516828535793
Trial 236, Params: {'colsample_bylevel': 0.9831413087549296}, Value: 0.8032199382655179
Trial 237, Params: {'colsample_bylevel': 0.8814740058821242}, Value: 0.8057228692929469
Trial 238, Params: {'colsample_bylevel': 0.9996526500748294}, Value: 0.8056034769750744
Trial 239, Params: {'colsample_bylevel': 0.9733627494517444}, Value: 0.8051880621750176
Trial 240, Params: {'colsample_bylevel': 0.7461478124873001}, Value: 0.8057786620240694
Trial 241, Params: {'colsample_bylevel': 0.9537327470053893}, Value: 0.8079928915667238
Trial 242, Params: {'colsample_bylevel': 0.9370759371480889}, Value: 0.8035163021402083
Trial 243, Params: {'colsample_bylevel': 0.5800697289830962}, Value: 0.7973193533373157
Trial 244, Params: {'colsample_bylevel': 0.9632061007711321}, Value: 0.8046003482525196
Trial 245, Params: {'colsample_bylevel': 0.9167623751139816}, Value: 0.8040541864990678
Trial 246, Params: {'colsample_bylevel': 0.8983043012473487}, Value: 0.8063859646856768
Trial 247, Params: {'colsample_bylevel': 0.933507421928825}, Value: 0.8038261338912817
Trial 248, Params: {'colsample_bylevel': 0.9510110209815732}, Value: 0.8059037887700333
Trial 249, Params: {'colsample_bylevel': 0.9763460890804886}, Value: 0.8061639672399569
Trial 250, Params: {'colsample_bylevel': 0.7825809801525094}, Value: 0.8068131222035493
Trial 251, Params: {'colsample_bylevel': 0.8913090518333977}, Value: 0.8070966128884342
Trial 252, Params: {'colsample_bylevel': 0.9220509982681147}, Value: 0.8064546207882357
Trial 253, Params: {'colsample_bylevel': 0.954026260386171}, Value: 0.8067602524148828
Trial 254, Params: {'colsample_bylevel': 0.9338378492780343}, Value: 0.8049050318781299
Trial 255, Params: {'colsample_bylevel': 0.8734821560935974}, Value: 0.8057468820980584
Trial 256, Params: {'colsample_bylevel': 0.8123695743332224}, Value: 0.805111027661401
Trial 257, Params: {'colsample_bylevel': 0.9686112192751946}, Value: 0.8058782739574877
Trial 258, Params: {'colsample_bylevel': 0.8388199704924403}, Value: 0.8019853413762593
Trial 259, Params: {'colsample_bylevel': 0.9071370980713044}, Value: 0.8065870333453482
Trial 260, Params: {'colsample_bylevel': 0.9425957003491628}, Value: 0.8119243882523302
Trial 261, Params: {'colsample_bylevel': 0.9224540856340159}, Value: 0.80967980483542
Trial 262, Params: {'colsample_bylevel': 0.9206380323159885}, Value: 0.8050077799642912
Trial 263, Params: {'colsample_bylevel': 0.8989258818626782}, Value: 0.809054594573445
Trial 264, Params: {'colsample_bylevel': 0.23063768728242312}, Value: 0.7882178516172527
Trial 265, Params: {'colsample_bylevel': 0.9260434858764727}, Value: 0.8043297402007232
Trial 266, Params: {'colsample_bylevel': 0.942056282009596}, Value: 0.8061016696170613
Trial 267, Params: {'colsample_bylevel': 0.868233500033455}, Value: 0.8054045478876631
Trial 268, Params: {'colsample_bylevel': 0.889793053650248}, Value: 0.8034940017105798
Trial 269, Params: {'colsample_bylevel': 0.9856187622572397}, Value: 0.8059541371886846
Trial 270, Params: {'colsample_bylevel': 0.9097705717084781}, Value: 0.8072199669049567
Trial 271, Params: {'colsample_bylevel': 0.9385421426902137}, Value: 0.8120990800839408
Trial 272, Params: {'colsample_bylevel': 0.9232637966689365}, Value: 0.8041981817372502
Trial 273, Params: {'colsample_bylevel': 0.9543591483827546}, Value: 0.8110651841663572
Trial 274, Params: {'colsample_bylevel': 0.8821912528598641}, Value: 0.8027824248004023
Trial 275, Params: {'colsample_bylevel': 0.9443787675624092}, Value: 0.8053206195211029
Trial 276, Params: {'colsample_bylevel': 0.860456926614664}, Value: 0.8059900490399841
Trial 277, Params: {'colsample_bylevel': 0.9076755848769114}, Value: 0.8076374796516671
Trial 278, Params: {'colsample_bylevel': 0.9742367765919205}, Value: 0.8129367708494012
Trial 279, Params: {'colsample_bylevel': 0.9850278278903254}, Value: 0.8037536792589883
Trial 280, Params: {'colsample_bylevel': 0.9656794684590764}, Value: 0.8038185226812695
Trial 281, Params: {'colsample_bylevel': 0.9598940574138797}, Value: 0.8062494620010294
Trial 282, Params: {'colsample_bylevel': 0.9970927555556578}, Value: 0.8033341666707725
Trial 283, Params: {'colsample_bylevel': 0.9724471894089822}, Value: 0.8068673212207376
Trial 284, Params: {'colsample_bylevel': 0.9334409374191338}, Value: 0.8026964260530699
Trial 285, Params: {'colsample_bylevel': 0.945979163958649}, Value: 0.8062827654958549
Trial 286, Params: {'colsample_bylevel': 0.9795287321373298}, Value: 0.8106154387599214
Trial 287, Params: {'colsample_bylevel': 0.9841537701615709}, Value: 0.8057124980384003
Trial 288, Params: {'colsample_bylevel': 0.9724843305057878}, Value: 0.8068673212207376
Trial 289, Params: {'colsample_bylevel': 0.829882082882364}, Value: 0.80221342077916
Trial 290, Params: {'colsample_bylevel': 0.80501782777209}, Value: 0.8075833356659432
Trial 291, Params: {'colsample_bylevel': 0.9981459420828109}, Value: 0.8052126868643835
Trial 292, Params: {'colsample_bylevel': 0.9625936026180527}, Value: 0.808456654031158
Trial 293, Params: {'colsample_bylevel': 0.8515306816177288}, Value: 0.8039394194503171
Trial 294, Params: {'colsample_bylevel': 0.3593044612251174}, Value: 0.7930223485564019
Trial 295, Params: {'colsample_bylevel': 0.9307233123211118}, Value: 0.8051205638175076
Trial 296, Params: {'colsample_bylevel': 0.9711302616355301}, Value: 0.8041719720945595
Trial 297, Params: {'colsample_bylevel': 0.9474640302599712}, Value: 0.8036750134464933
Trial 298, Params: {'colsample_bylevel': 0.917250912819876}, Value: 0.8086212753633631
Trial 299, Params: {'colsample_bylevel': 0.9796794594589068}, Value: 0.8038358914568287
